2	190.435
4	229.812
12	248.946
18	221.734
5	198.016
11	166.29
9	266.511
6	238.778
20	153.469
14	278.881
8	211.598
15	287.872
3	211.854
13	255.853
21	199.115
19	254.65
16	167.855
7	352.995
17	302.986
25	282.801
10	206.364
23	174.793
1	372.437
24	213.328
27	273.954
22	219.758
26	281.52
20	583.898
28	258.572
4	784.35
30	209.043
29	306.232
31	276.332
26	312.529
32	247.494
34	196.25
3	623.19
35	268.908
17	695.78
14	629.058
33	248.925
20	203.572
35	373.374
36	320.017
4	288.313
30	592.747
40	233.694
39	233.979
1	776.851
43	205.879
38	314.43
17	305.602
26	164.675
11	606.577
33	741.816
20	799.785
14	114.795
22	566.378
1	183.071
7	615.573
16	623.577
26	628.258
4	595.814
25	600
47	189.535
6	486.176
23	575.803
47	311.047
13	418.124
1	451.277
38	396.149
2	492.516
16	121.829
47	655.118
13	616.939
16	401.575
23	171.817
38	681.987
1	762.718
23	505.364
16	705.978
38	568.868
1	638.91
23	715.645
38	792.607
2	567.326
51	167.664
1	803.74
23	659.173
6	672.267
38	557.853
1	622.671
2	555.878
1	563.139
38	584.525
14	760.024
34	573.222
24	629.875
27	637.058
19	645.772
9	184.445
12	190.371
4	206.824
13	210.125
10	191.187
8	183.406
3	327.497
5	330.281
11	284.979
2	308.409
6	229.552
7	170.678
16	168.827
18	169.536
21	139.42
15	874.205
17	518.911
1	866.043
22	208.032
14	756.709
19	397.724
20	506.34
23	183.754
25	153.525
24	219.056
8	749.141
12	930.56
26	310.508
5	856.533
27	289.035
24	323.165
29	246.695
28	419.518
16	578.818
30	208.212
31	221.476
18	937.928
12	261.78
34	192.684
8	208.955
35	256.642
29	676.989
5	250.32
24	240.614
36	223.448
38	268.075
30	642.685
7	823.18
40	246.663
41	188.137
2	714.927
36	575.962
6	663.883
18	201.941
26	544.801
30	250.493
29	194.497
40	524.589
16	199.773
37	187.688
5	617.778
20	531.817
14	643.386
30	711.911
25	599.395
37	591.785
31	523.621
30	619.322
34	633.449
25	742.127
27	471.663
30	746.618
40	611.406
34	912.761
27	735.336
14	565.596
2	673.966
34	666.297
40	607.691
27	632.16
3	469.378
2	557.351
14	719.267
3	559.286
40	730.612
2	496.263
31	818.081
14	646.512
3	668.701
34	581.94
31	597.184
10	607.261
5	218.019
1	241.102
9	182.601
3	211.424
6	232.967
8	249.952
10	216.465
12	292.697
11	257.699
7	446.004
15	191.303
2	474.282
16	114.929
4	447.6
17	152.743
14	395.149
18	172.874
13	521.886
19	166.165
14	416.493
20	219.111
21	173.61
23	208.597
22	143.197
7	621.12
24	150.791
25	210.232
14	193.444
4	781.524
28	164.788
27	241.485
16	674.623
15	546.888
29	212.518
30	202.325
29	347.06
31	152.624
9	636.795
14	682.769
3	796.442
4	171.646
27	676.287
10	608.698
22	820.143
6	514.193
33	180.163
13	560.322
8	787.729
34	289.756
17	489.024
33	319.262
23	550.549
35	139.912
21	475.42
20	462.515
35	316.158
9	265.101
10	397.09
28	447.255
24	498.902
9	538.241
25	455.106
10	398.714
24	778.38
25	746.546
14	766.45
10	731.559
24	771.435
23	714.161
9	1,285.488
25	961.543
14	558.182
24	739.459
23	655.349
9	478.505
37	214.312
3	166.437
5	248.535
10	224.717
8	183.927
1	219.137
11	193.1
2	218.981
6	211.969
13	186.047
9	272.822
4	185.277
7	196.082
15	171.701
12	225.547
14	218.176
18	217.29
16	219.406
17	218.414
19	326.713
21	262.905
20	280.147
23	195.104
22	346.321
6	749.217
9	614.132
24	209.099
25	267.428
7	600.147
26	255.519
27	203.616
14	715.975
28	304.856
22	586.435
19	620.449
29	264.363
30	256.325
26	431.85
6	329.042
32	232.432
10	591.992
33	275.601
35	186.116
9	319.068
36	295.33
38	345.961
39	141.837
34	261.327
16	689.019
9	427.928
17	693.718
29	630.962
39	632.389
22	303.347
26	179.242
35	632.98
37	333.738
22	369.855
32	675.068
3	571.586
31	166.208
38	827.192
40	160.701
37	492.386
35	176.783
31	462.746
26	466.041
40	304.726
28	479.047
32	168.164
33	440.351
22	180.714
28	617.288
40	749.726
32	465.253
14	681.119
22	371.701
33	837.301
38	763.708
22	692.008
40	611.255
32	1,032.343
33	814.462
14	592.963
38	789.667
9	792.868
32	687.847
33	709.845
14	632.893
9	619.164
32	560.759
40	751.051
14	544.327
2	653.424
36	559.19
